rel_path,file_basename,time_band,cand_landmark,cand_city,cand_state,cand_country,matched,match_level,lat,lon,region,source,confidence
afternoon\Last_rays_of_afternoon_light_illuminating_downtown_Los_Angeles__California__USA_horiz.jpg,Last_rays_of_afternoon_light_illuminating_downtown_Los_Angeles__California__USA_horiz.jpg,afternoon,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
afternoon\Late_afternoon_landscape_of_Sahara_desert_dunes__Chinguetti__Adrar__Mauritania_horiz.jpg,Late_afternoon_landscape_of_Sahara_desert_dunes__Chinguetti__Adrar__Mauritania_horiz.jpg,afternoon,,,,,,,,,,,
afternoon\Late_afternoon_view_of_Crescent_Beach_from_Ecola_State_Park__Cannon_Beach__Oregon__USA_vert.jpg,Late_afternoon_view_of_Crescent_Beach_from_Ecola_State_Park__Cannon_Beach__Oregon__USA_vert.jpg,afternoon,,,Oregon,USA,oregon,state,43.8041,-120.5542,NA,gazetteer,med
afternoon\Mountain_trail_in_Madeira_above_the_clouds_on_a_sunny_afternoon__Portugal_vert.jpg,Mountain_trail_in_Madeira_above_the_clouds_on_a_sunny_afternoon__Portugal_vert.jpg,afternoon,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
afternoon\Outdoor_baseball_stadium_full_of_spectators_under_a_cloudy_sky_at_midday_horiz.jpg,Outdoor_baseball_stadium_full_of_spectators_under_a_cloudy_sky_at_midday_horiz.jpg,afternoon,,,,,,,,,,,
afternoon\River_Nile_at_late_afternoon_before_sunset__Luxor__Egypt_horiz.jpg,River_Nile_at_late_afternoon_before_sunset__Luxor__Egypt_horiz.jpg,afternoon,,,,,,,,,,,
afternoon\Sheeps_came_back_in_afternoon__spring_of_grassland__Xinjiang_region__China_vert.jpg,Sheeps_came_back_in_afternoon__spring_of_grassland__Xinjiang_region__China_vert.jpg,afternoon,,,,,,,,,,,
afternoon\Snowcapped_Salkantay_mountain_towers_over_valley_in_autumn_afternoon__Peru_vert.jpg,Snowcapped_Salkantay_mountain_towers_over_valley_in_autumn_afternoon__Peru_vert.jpg,afternoon,,,,,,,,,,,
afternoon\Summer_Afternoon__painting_by_Asher_Brown_Durand__1865_vert.jpg,Summer_Afternoon__painting_by_Asher_Brown_Durand__1865_vert.jpg,afternoon,,,,,,,,,,,
afternoon\The_Afternoon_Meal__La_Merienda___about_1772__painting_by_Luis_Egidio_Mel_ndez_horiz.jpg,The_Afternoon_Meal__La_Merienda___about_1772__painting_by_Luis_Egidio_Mel_ndez_horiz.jpg,afternoon,,,,,,,,,,,
afternoon\The_last_afternoon_light_cast_a_warm_glow_on_the_Autumn_country_side_of_Vermont__USA_vert.jpg,The_last_afternoon_light_cast_a_warm_glow_on_the_Autumn_country_side_of_Vermont__USA_vert.jpg,afternoon,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
afternoon\The_late_afternoon_sun_lights_up_Cathedral_Rock_with_the_full_Moon_in_Sedona__Arizona__USA_vert.jpg,The_late_afternoon_sun_lights_up_Cathedral_Rock_with_the_full_Moon_in_Sedona__Arizona__USA_vert.jpg,afternoon,,,Arizona,USA,arizona,state,34.0489,-111.0937,NA,gazetteer,med
afternoon\The_popular_beach_town_Ericeira_in_the_afternoon_sun__Portugal_vert.jpg,The_popular_beach_town_Ericeira_in_the_afternoon_sun__Portugal_vert.jpg,afternoon,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
afternoon\Victoria_Memorial_in_late_afternoon_light__Kolkata__Calcutta____West_Bengal__India_horiz.jpg,Victoria_Memorial_in_late_afternoon_light__Kolkata__Calcutta____West_Bengal__India_horiz.jpg,afternoon,,,,,,,,,,,
evening\31feb28f16db71792e9841b3f3189fa3_vert.jpg,31feb28f16db71792e9841b3f3189fa3_vert.jpg,evening,,,,,,,,,,,
evening\360_Bridge__Pennybacker__on_Capital_of_Texas_Highway_and_Lake_Austin__USA_horiz.jpg,360_Bridge__Pennybacker__on_Capital_of_Texas_Highway_and_Lake_Austin__USA_horiz.jpg,evening,,,Texas,USA,texas,state,31.0,-100.0,NA,gazetteer,med
evening\3D_rendering_of_a_satellite_orbiting_the_earth_with_illuminated_cities_at_night_vert.jpg,3D_rendering_of_a_satellite_orbiting_the_earth_with_illuminated_cities_at_night_vert.jpg,evening,,,,,,,,,,,
evening\Abandoned_bridge_on_the_beach_in_Pantai_Robina_at_sunset__Butterworth__Penang__Malaysia_vert.jpg,Abandoned_bridge_on_the_beach_in_Pantai_Robina_at_sunset__Butterworth__Penang__Malaysia_vert.jpg,evening,,,,,,,,,,,
evening\Abandoned_old_wooden_mill_near_river_cliff__Crystal__Colorado__USA_horiz.jpg,Abandoned_old_wooden_mill_near_river_cliff__Crystal__Colorado__USA_horiz.jpg,evening,,,Colorado,USA,colorado,state,39.5501,-105.7821,NA,gazetteer,med
evening\Abstract_business_interior_with_view_of_sky_vert.jpg,Abstract_business_interior_with_view_of_sky_vert.jpg,evening,,,,,,,,,,,
evening\Adirondack_chairs_and_the_Athabasca_River__Jasper_National_Park__Alberta__Canada_vert.jpg,Adirondack_chairs_and_the_Athabasca_River__Jasper_National_Park__Alberta__Canada_vert.jpg,evening,,,,,,,,,,,
evening\Adirondack_deck_chairs_on_lake_dock_in_Parc_National_du_Mont_Tremblant__Lac_Sup_rieur__Quebec__Canada_horiz.jpg,Adirondack_deck_chairs_on_lake_dock_in_Parc_National_du_Mont_Tremblant__Lac_Sup_rieur__Quebec__Canada_horiz.jpg,evening,,,,,,,,,,,
evening\ADLaM_artwork_of_Fulani_culture_horiz.jpg,ADLaM_artwork_of_Fulani_culture_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_agricultural_landscape_of_green_crops_in_summer__Germany_vert.jpg,Aerial_agricultural_landscape_of_green_crops_in_summer__Germany_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_cityscape_Los_Angeles__California__USA_vert.jpg,Aerial_cityscape_Los_Angeles__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Aerial_drone_view_of_Bled_island_at_autumn_sunset__Upper_Carniola__Slovenia_horiz.jpg,Aerial_drone_view_of_Bled_island_at_autumn_sunset__Upper_Carniola__Slovenia_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_drone_view_of_tree_at_lavender_field_in_summer__Provence__France_horiz.jpg,Aerial_drone_view_of_tree_at_lavender_field_in_summer__Provence__France_horiz.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
evening\Aerial_morning_view_of_Canaima_National_Park_tepuis_and_the_Carrao_river_at_Ucaima__Venezuela_horiz.jpg,Aerial_morning_view_of_Canaima_National_Park_tepuis_and_the_Carrao_river_at_Ucaima__Venezuela_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_night_view_of_Yokohama_cityscape_and_bay_at_Minato_Mirai_waterfront_district__Japan_vert.jpg,Aerial_night_view_of_Yokohama_cityscape_and_bay_at_Minato_Mirai_waterfront_district__Japan_vert.jpg,evening,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
evening\Aerial_panorama_of_seaside_with_chalk_cliffs_at_Etretat__Normandy__France_horiz.jpg,Aerial_panorama_of_seaside_with_chalk_cliffs_at_Etretat__Normandy__France_horiz.jpg,evening,,,,France,france,country,46.2276,2.2137,EU,gazetteer,med
evening\Aerial_panoramic_sea_view_and_coastline__Phuket_province__Thailand_vert.jpg,Aerial_panoramic_sea_view_and_coastline__Phuket_province__Thailand_vert.jpg,evening,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
evening\Aerial_perspective_of_Reynisfjara_black_sand_beach__Vik__Iceland_vert.jpg,Aerial_perspective_of_Reynisfjara_black_sand_beach__Vik__Iceland_vert.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\Aerial_view_at_dawn_of_Sossusvlei_area__Namib_Naukluft_National_Park__Namib_Desert__Namibia_horiz.jpg,Aerial_view_at_dawn_of_Sossusvlei_area__Namib_Naukluft_National_Park__Namib_Desert__Namibia_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Acropolis_of_Athens__the_Temple_of_Athena_Nike__Parthenon__Hekatompedon_Temple__Sanctuary_of_Zeus_Polieus__Odeon_of_Herodes_Atticus__Erechtheion_at_sunset__Greece_vert.jpg,Aerial_view_of_Acropolis_of_Athens__the_Temple_of_Athena_Nike__Parthenon__Hekatompedon_Temple__Sanctuary_of_Zeus_Polieus__Odeon_of_Herodes_Atticus__Erechtheion_at_sunset__Greece_vert.jpg,evening,,Athens,,Greece,athens,city,37.9838,23.7275,EU,gazetteer,high
evening\Aerial_view_of_Aigua_Xelida_beach_in_Costa_Brava__Tamariu__Catalonia__Spain_vert.jpg,Aerial_view_of_Aigua_Xelida_beach_in_Costa_Brava__Tamariu__Catalonia__Spain_vert.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Aerial_view_of_Ayers_Rock_in_Uluru_Kata_Tjuta_National_Park__Northern_Territory__Australia_horiz.jpg,Aerial_view_of_Ayers_Rock_in_Uluru_Kata_Tjuta_National_Park__Northern_Territory__Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Aerial_view_of_a_civilization_Maia_pyramid__Chichen_Itza__Yucat_n__Mexico_horiz.jpg,Aerial_view_of_a_civilization_Maia_pyramid__Chichen_Itza__Yucat_n__Mexico_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_a_forest_in_autumn__Gingins__Vaud_Canton__Switzerland_horiz.jpg,Aerial_view_of_a_forest_in_autumn__Gingins__Vaud_Canton__Switzerland_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_a_lighthouse_surrounded_by_steep_cliffs_at_Cape_Ducato__Lefkada_Island__Greece_vert.jpg,Aerial_view_of_a_lighthouse_surrounded_by_steep_cliffs_at_Cape_Ducato__Lefkada_Island__Greece_vert.jpg,evening,,,,Greece,greece,country,39.0742,21.8243,EU,gazetteer,med
evening\Aerial_view_of_a_tropical_desert_island__San_Blas_Islands__Guna_Yala__Panama_horiz.jpg,Aerial_view_of_a_tropical_desert_island__San_Blas_Islands__Guna_Yala__Panama_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Bay_of_C_diz__Spain_horiz.jpg,Aerial_view_of_Bay_of_C_diz__Spain_horiz.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Aerial_view_of_Boston_Skyline_and_Boston_Public_Garden_in_early_morning__Massachusetts__USA_vert.jpg,Aerial_view_of_Boston_Skyline_and_Boston_Public_Garden_in_early_morning__Massachusetts__USA_vert.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Aerial_view_of_coast__Fuerteventura__Canary_Islands_horiz.jpg,Aerial_view_of_coast__Fuerteventura__Canary_Islands_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_crevasses_in_Grand_Canyon_National_Park__Arizona__USA_horiz.jpg,Aerial_view_of_crevasses_in_Grand_Canyon_National_Park__Arizona__USA_horiz.jpg,evening,,,Arizona,USA,arizona,state,34.0489,-111.0937,NA,gazetteer,med
evening\Aerial_view_of_Crocodile_island_at_Chungju_Lake_near_Chungju_si__South_Korea_horiz.jpg,Aerial_view_of_Crocodile_island_at_Chungju_Lake_near_Chungju_si__South_Korea_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Elephant_cove__Denmark__Albany__Western_Australia_horiz.jpg,Aerial_view_of_Elephant_cove__Denmark__Albany__Western_Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Aerial_view_of_endless_lush_pastures_and_farmlands_of_Ireland__fields_and_meadows_on_sunset_horiz.jpg,Aerial_view_of_endless_lush_pastures_and_farmlands_of_Ireland__fields_and_meadows_on_sunset_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_famous_Copacabana_Beach_and_Ipanema_beach_in_Rio_de_Janeiro__Brazil_horiz.jpg,Aerial_view_of_famous_Copacabana_Beach_and_Ipanema_beach_in_Rio_de_Janeiro__Brazil_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Golden_Gate_Bridge_in_San_Francisco_during_sunset__California__USA_vert.jpg,Aerial_view_of_Golden_Gate_Bridge_in_San_Francisco_during_sunset__California__USA_vert.jpg,evening,,San Francisco,California,USA,san francisco,city,37.7749,-122.4194,NA,gazetteer,high
evening\Aerial_view_of_Henningsv_r_village_with_its_football_field__Lofoten_archipelago__Norway_horiz.jpg,Aerial_view_of_Henningsv_r_village_with_its_football_field__Lofoten_archipelago__Norway_horiz.jpg,evening,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
evening\Aerial_view_of_Hon_Ga_Choi_Island_or_Trong_Mai_Island__Halong_Bay__Vietnam_vert.jpg,Aerial_view_of_Hon_Ga_Choi_Island_or_Trong_Mai_Island__Halong_Bay__Vietnam_vert.jpg,evening,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
evening\Aerial_view_of_hot_air_balloons_over_landscape__Cappadocia__Turkey_horiz.jpg,Aerial_view_of_hot_air_balloons_over_landscape__Cappadocia__Turkey_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_H_3_Interstate_highway__John_A__Burns_Freeway___Kaneohe__Oahu__Hawaii__USA_horiz.jpg,Aerial_view_of_H_3_Interstate_highway__John_A__Burns_Freeway___Kaneohe__Oahu__Hawaii__USA_horiz.jpg,evening,,,Hawaii,USA,hawaii,state,20.7984,-156.3319,NA,gazetteer,med
evening\Aerial_view_of_H_gsteinen_Lighthouse__Godoya_Island__Alesund__M_re_og_Romsdal_county__Norway_vert.jpg,Aerial_view_of_H_gsteinen_Lighthouse__Godoya_Island__Alesund__M_re_og_Romsdal_county__Norway_vert.jpg,evening,,,,Norway,norway,country,60.472,8.4689,EU,gazetteer,med
evening\Aerial_view_of_Jardim_do_Mar__surfing_spot_in_Madeira_Island__Portugal_vert.jpg,Aerial_view_of_Jardim_do_Mar__surfing_spot_in_Madeira_Island__Portugal_vert.jpg,evening,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
evening\Aerial_view_of_Kogel_Bay_beach__Western_Cape__South_Africa_horiz.jpg,Aerial_view_of_Kogel_Bay_beach__Western_Cape__South_Africa_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Lago_Antorno_lake__Dolomites__Misurina__Cortina_d__8217_Ampezzo__Italy_horiz.jpg,Aerial_view_of_Lago_Antorno_lake__Dolomites__Misurina__Cortina_d__8217_Ampezzo__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Aerial_view_of_Lake_Mondsee_and_Schafberg_mountain_in_Salzkammergut_in_summer__Austria_vert.jpg,Aerial_view_of_Lake_Mondsee_and_Schafberg_mountain_in_Salzkammergut_in_summer__Austria_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Lands_End_at_Cabo_San_Lucas_during_sunset__Baja_California_Sur__Mexico_horiz.jpg,Aerial_view_of_Lands_End_at_Cabo_San_Lucas_during_sunset__Baja_California_Sur__Mexico_horiz.jpg,evening,,,California,,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Aerial_view_of_Lighthouse_of_Saint_Theodore_in_Lassi__Argostoli__Kefalonia_island_in_Greece_vert.jpg,Aerial_view_of_Lighthouse_of_Saint_Theodore_in_Lassi__Argostoli__Kefalonia_island_in_Greece_vert.jpg,evening,,,,Greece,greece,country,39.0742,21.8243,EU,gazetteer,med
evening\Aerial_view_of_Lima_city_from_Miraflores_at_blue_time__Peru_vert.jpg,Aerial_view_of_Lima_city_from_Miraflores_at_blue_time__Peru_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Lion__039_s_Head_and_Cape_Town_from_Table_Mountain__Western_Cape__South_Africa_horiz.jpg,Aerial_view_of_Lion__039_s_Head_and_Cape_Town_from_Table_Mountain__Western_Cape__South_Africa_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_long_winding_road_in_Cheddar_Gorge_in_the_Mendip_Hills__Somerset__England__UK_horiz.jpg,Aerial_view_of_long_winding_road_in_Cheddar_Gorge_in_the_Mendip_Hills__Somerset__England__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Lummi_Island_at_sunset__Puget_Sound__Whatcom_County__Washington__USA_horiz.jpg,Aerial_view_of_Lummi_Island_at_sunset__Puget_Sound__Whatcom_County__Washington__USA_horiz.jpg,evening,,,Washington,USA,washington,state,47.7511,-120.7401,NA,gazetteer,med
evening\Aerial_view_of_Maelifell_mountain_at_sunset_with_valley_landscape__Iceland_vert.jpg,Aerial_view_of_Maelifell_mountain_at_sunset_with_valley_landscape__Iceland_vert.jpg,evening,,,,Iceland,iceland,country,64.9631,-19.0208,EU,gazetteer,med
evening\Aerial_view_of_main_square_in_San_Miguel_de_Allende__Guanajuato__Mexico_horiz.jpg,Aerial_view_of_main_square_in_San_Miguel_de_Allende__Guanajuato__Mexico_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_majestic_mountains_against_sky_during_sunset__Java__Indonesia_horiz.jpg,Aerial_view_of_majestic_mountains_against_sky_during_sunset__Java__Indonesia_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Manhattan_Beach_Pier_over_the_Pacific_Ocean_at_sunset__Los_Angeles__California__USA_vert.jpg,Aerial_view_of_Manhattan_Beach_Pier_over_the_Pacific_Ocean_at_sunset__Los_Angeles__California__USA_vert.jpg,evening,,,California,USA,california,state,36.7783,-119.4179,NA,gazetteer,med
evening\Aerial_view_of_mountains_and_sea_at_sunset_in_winter_time__Lofoten_islands__Norway_horiz.jpg,Aerial_view_of_mountains_and_sea_at_sunset_in_winter_time__Lofoten_islands__Norway_horiz.jpg,evening,Lofoten islands,,,Norway,lofoten islands,landmark,68.209,13.8456,EU,gazetteer,high
evening\Aerial_view_of_N__Pali_Coast_at_sunset__Ke__039_e_Beach__Kauai__Hawaii__USA_vert.jpg,Aerial_view_of_N__Pali_Coast_at_sunset__Ke__039_e_Beach__Kauai__Hawaii__USA_vert.jpg,evening,,,Hawaii,USA,hawaii,state,20.7984,-156.3319,NA,gazetteer,med
evening\Aerial_view_of_Ocean_Drive__South_Beach__Miami__Florida__USA_horiz.jpg,Aerial_view_of_Ocean_Drive__South_Beach__Miami__Florida__USA_horiz.jpg,evening,,,Florida,USA,florida,state,27.6648,-81.5158,NA,gazetteer,med
evening\Aerial_view_of_Parco_del_Portello_in_Milan_near_CityLife__Lombardia__Italy_horiz.jpg,Aerial_view_of_Parco_del_Portello_in_Milan_near_CityLife__Lombardia__Italy_horiz.jpg,evening,,,,Italy,italy,country,41.8719,12.5674,EU,gazetteer,med
evening\Aerial_view_of_Phang_nga_bay_mountains_and_rainforest_at_sunset__Thailand_horiz.jpg,Aerial_view_of_Phang_nga_bay_mountains_and_rainforest_at_sunset__Thailand_horiz.jpg,evening,,,,Thailand,thailand,country,15.87,100.9925,AS,gazetteer,med
evening\Aerial_view_of_Queenstown_at_dusk_with_Lake_Wakatipu_and_The_Remarkables__New_Zealand_horiz.jpg,Aerial_view_of_Queenstown_at_dusk_with_Lake_Wakatipu_and_The_Remarkables__New_Zealand_horiz.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Aerial_view_of_rice_fields_in_Mekong_Delta__Tri_Ton_town__An_Giang_province__Vietnam_horiz.jpg,Aerial_view_of_rice_fields_in_Mekong_Delta__Tri_Ton_town__An_Giang_province__Vietnam_horiz.jpg,evening,,,,Vietnam,vietnam,country,14.0583,108.2772,AS,gazetteer,med
evening\Aerial_view_of_Rio_de_Janeiro_from_the_Sugarloaf_Mountain_at_night__Brazil_horiz.jpg,Aerial_view_of_Rio_de_Janeiro_from_the_Sugarloaf_Mountain_at_night__Brazil_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_rocky_coastline__Bondi_Beach__New_South_Wales__Australia_horiz.jpg,Aerial_view_of_rocky_coastline__Bondi_Beach__New_South_Wales__Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Aerial_view_of_rough_cliffs_on_shoreline_of_ocean_with_white_sands_in_lagoon__Portim_o__Algarve__Portugal_horiz.jpg,Aerial_view_of_rough_cliffs_on_shoreline_of_ocean_with_white_sands_in_lagoon__Portim_o__Algarve__Portugal_horiz.jpg,evening,,,,Portugal,portugal,country,39.3999,-8.2245,EU,gazetteer,med
evening\Aerial_view_of_Scarborough_Beach_during_sunset__South_Africa_vert.jpg,Aerial_view_of_Scarborough_Beach_during_sunset__South_Africa_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Shanghai_stadium_in_Xuhui_district__China_vert.jpg,Aerial_view_of_Shanghai_stadium_in_Xuhui_district__China_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Singapore_business_district_and_city_at_twilight_in_Singapore_vert.jpg,Aerial_view_of_Singapore_business_district_and_city_at_twilight_in_Singapore_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_small_island_at_sunset_in_summer__Kamenjak_cape__Istria__Adriatic_sea__Croatia_horiz.jpg,Aerial_view_of_small_island_at_sunset_in_summer__Kamenjak_cape__Istria__Adriatic_sea__Croatia_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_soccer_field_in_South_Korea_horiz.jpg,Aerial_view_of_soccer_field_in_South_Korea_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_the_Coliseum_and_of_the_City_Buildings__Rome__Italy_horiz.jpg,Aerial_view_of_the_Coliseum_and_of_the_City_Buildings__Rome__Italy_horiz.jpg,evening,,Rome,,Italy,rome,city,41.9028,12.4964,EU,gazetteer,high
evening\Aerial_view_of_The_Khone_Falls_and_Pha_Pheng_Falls_on_the_Mekong_River__Champasak__Laos_vert.jpg,Aerial_view_of_The_Khone_Falls_and_Pha_Pheng_Falls_on_the_Mekong_River__Champasak__Laos_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_the_Lake_Pukaki_coast_in_New_Zealand_South_Island_at_sunset_vert.jpg,Aerial_view_of_the_Lake_Pukaki_coast_in_New_Zealand_South_Island_at_sunset_vert.jpg,evening,,,,New Zealand,new zealand,country,-40.9006,174.886,OC,gazetteer,med
evening\Aerial_view_of_the_sunset_at_Rio_de_Janeiro__Brazil_horiz.jpg,Aerial_view_of_the_sunset_at_Rio_de_Janeiro__Brazil_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_of_Whitsunday_Islands__Queensland__Australia_horiz.jpg,Aerial_view_of_Whitsunday_Islands__Queensland__Australia_horiz.jpg,evening,,,,Australia,australia,country,-25.2744,133.7751,OC,gazetteer,med
evening\Aerial_view_over_healthy_green_crops_in_patchwork_pasture_farmland__Brecon_Beacons__Wales__UK_horiz.jpg,Aerial_view_over_healthy_green_crops_in_patchwork_pasture_farmland__Brecon_Beacons__Wales__UK_horiz.jpg,evening,,,,,,,,,,,
evening\Aerial_view_over_illuminated_Cape_Town_cityscape_at_the_foot_of_Table_Mountain__South_Africa_vert.jpg,Aerial_view_over_illuminated_Cape_Town_cityscape_at_the_foot_of_Table_Mountain__South_Africa_vert.jpg,evening,,,,,,,,,,,
evening\Aerial_view_with_hot_air_balloon_over_rocky_mountains__Namib_Naukluft_National_Park__Namibia_vert.jpg,Aerial_view_with_hot_air_balloon_over_rocky_mountains__Namib_Naukluft_National_Park__Namibia_vert.jpg,evening,,,,,,,,,,,
evening\African_landscape_with_dramatic_clouds_in_Kruger_National_Park__South_Africa_vert.jpg,African_landscape_with_dramatic_clouds_in_Kruger_National_Park__South_Africa_vert.jpg,evening,,,,,,,,,,,
evening\African_penguins_on_the_rock_coast_at_sunset_twilight__Cape_Town__South_Africa_vert.jpg,African_penguins_on_the_rock_coast_at_sunset_twilight__Cape_Town__South_Africa_vert.jpg,evening,,,,,,,,,,,
evening\African_safari_sunset__Serengeti_National_Park__Tanzania_vert.jpg,African_safari_sunset__Serengeti_National_Park__Tanzania_vert.jpg,evening,,,,,,,,,,,
evening\African_twilight__classic_landscape_of_lone_acacia_tree__Etosha_national_park__Namibia_horiz.jpg,African_twilight__classic_landscape_of_lone_acacia_tree__Etosha_national_park__Namibia_horiz.jpg,evening,,,,,,,,,,,
evening\Agbokim_waterfalls_near_Ikom__Cross_River_State__Nigeria_vert.jpg,Agbokim_waterfalls_near_Ikom__Cross_River_State__Nigeria_vert.jpg,evening,,,,,,,,,,,
evening\Alicante_view_with_Santa_B_rbara_Castle_on_Mount_Benacantil_at_sunset_with_rainbow__Spain_horiz.jpg,Alicante_view_with_Santa_B_rbara_Castle_on_Mount_Benacantil_at_sunset_with_rainbow__Spain_horiz.jpg,evening,,,,Spain,spain,country,40.4637,-3.7492,EU,gazetteer,med
evening\Alien_Throne_rock_formation_just_after_sunset__Bisti_De_Na_Zin_Wilderness__New_Mexico__USA_horiz.jpg,Alien_Throne_rock_formation_just_after_sunset__Bisti_De_Na_Zin_Wilderness__New_Mexico__USA_horiz.jpg,evening,,,,USA,usa,country,39.8283,-98.5795,NA,gazetteer,med
evening\Alleys_of_the_medieval_old_town_in_the_evening__Torun__Poland_vert.jpg,Alleys_of_the_medieval_old_town_in_the_evening__Torun__Poland_vert.jpg,evening,,,,,,,,,,,
evening\Alone_in_the_dark__night_Itanki_Beach__Muroran__Hokkaido__Japan_vert.jpg,Alone_in_the_dark__night_Itanki_Beach__Muroran__Hokkaido__Japan_vert.jpg,evening,,,,Japan,japan,country,36.2048,138.2529,AS,gazetteer,med
